1ft_low_maui_0,105.90627006650902,98.07531691947952,-156.49674276999997,20.927243605500042
1ft_low_maui_1,147.67691464535892,501.89493001718074,-156.6923007875,20.919947948500074
1ft_low_maui_2,102.01311731070746,378.6475023361854,-156.69221305399998,20.91542044800004
1ft_low_maui_3,137.1553284949623,74.26989521179348,-156.45456727649997,20.896167503000058
1ft_low_maui_4,117.58206026430707,116.57664919551462,-156.45569134099998,20.894372649000044
1ft_low_maui_5,190.13710604433436,84.35176970390603,-156.45119291249998,20.89286285900004
1ft_low_maui_6,473.1029222179204,140.50953280832618,-156.452394283,20.891865386500026
1ft_low_maui_7,490.3421414811164,937.6037641586736,-156.44689622999996,20.89343494450003
1ft_low_maui_8,146.69866613298655,90.99468547990546,-156.45250381499997,20.88953111200006
1ft_low_maui_9,1010.7971889190376,691.9696090044454,-156.45459511899998,20.891510703000044
1ft_low_maui_10,5.997122968430631,3.1875719130039215,-156.47891882699997,20.799734129000054
1ft_low_maui_11,8.901850102003664,12.279616575222462,-156.48141021899994,20.799730115000028
1ft_low_maui_12,2.998603326268494,6.093751265667379,-156.48132471999998,20.79970176500005
1ft_low_maui_13,8.855095919105224,12.278883916791528,-156.48144059349997,20.799676376000075
1ft_low_maui_14,8.948832254507579,9.280251879710704,-156.4816451145,20.79947622700004
1ft_low_maui_15,2.9985241285758093,6.093805969692767,-156.47888170699997,20.799367898000057
1ft_low_maui_16,2.998450669227168,3.0938272178173065,-156.4789111815,20.79932769950003
1ft_low_maui_17,2.998555914615281,3.093828182667494,-156.47894043099996,20.799301041500062
1ft_low_maui_18,5.997746952227317,9.140477642882615,-156.48333685949996,20.799094953500052
1ft_low_maui_19,2.998522974550724,6.093816882930696,-156.47831832699995,20.79860115500007
1ft_low_maui_20,2.9985622647218406,3.093838855624199,-156.47834780199997,20.798560956500044
1ft_low_maui_21,2.9985965001396835,6.093212850391865,-156.49479615349998,20.798571791000057
1ft_low_maui_22,2.9985473949927837,3.0938632511533797,-156.47714228499996,20.798299435500077
1ft_low_maui_23,11.996361201861873,6.234516731463373,-156.47837053299997,20.798059531000078
1ft_low_maui_24,2.9984601499745622,3.0938586657866836,-156.4772115975,20.797596171500036
1ft_low_maui_25,2.9986280169105157,6.093450404237956,-156.48925216949996,20.797623894500056
1ft_low_maui_26,5.997747711488046,6.139784391969442,-156.4952285115,20.797684410000073
1ft_low_maui_27,5.997857202892192,6.140148553997278,-156.48920941899996,20.797595969500072
1ft_low_maui_28,2.9985498781315982,3.0929318061098456,-156.50036991399998,20.79771858550005
1ft_low_maui_29,2.998571543721482,6.0936651742085814,-156.48473156799997,20.797503474000038
1ft_low_maui_30,2.9985192477470264,3.0932098827324808,-156.49233662249998,20.79749295300003
1ft_low_maui_31,5.9985543948132545,9.093182699754834,-156.49330140499995,20.797507058000036
1ft_low_maui_32,2.9985300595872104,6.0934480908326805,-156.48925620499998,20.797380161500065
1ft_low_maui_33,2.998558660852723,6.09325263928622,-156.49291462649995,20.797379508000034
1ft_low_maui_34,5.997027016011998,3.18706944771111,-156.48567270949997,20.797205764000054
1ft_low_maui_35,991.683090719278,210.66418411489576,-156.49616359549998,20.798105014500035
1ft_low_maui_36,2.9985362717416137,6.092956703156233,-156.50083941299997,20.79719720850008
1ft_low_maui_37,2.998574171680957,3.0933913895860314,-156.48894546599996,20.797009923500035
1ft_low_maui_38,114.61493874469306,111.18587060505524,-156.48910727649996,20.797460772500074
1ft_low_maui_39,32.85467716900166,42.32492999732494,-156.48750639949998,20.796975926000037
1ft_low_maui_40,2.998552286066115,3.093428460881114,-156.48710904399996,20.796576705500023
1ft_low_maui_41,2.9985411232337356,3.093442148063332,-156.48644666299998,20.796566998500076
1ft_low_maui_42,2.998551658121869,3.093538548797369,-156.48713829199994,20.79655004600008
1ft_low_maui_43,5.997074927436188,3.187016480602324,-156.48695109749997,20.796547303000054
1ft_low_maui_44,2.998505016323179,3.093963820487261,-156.47207687699998,20.796301610500027
1ft_low_maui_45,2.9984589996747673,6.094066021498293,-156.4720487555,20.796260564500063
1ft_low_maui_46,119.65224612434395,120.52232169732451,-156.47145278799997,20.795750223500075
1ft_low_maui_47,5.902905186172575,9.186603156849742,-156.47084219599998,20.795226979000027
1ft_low_maui_48,138.92617351433728,203.7415334917605,-156.47249784699997,20.796064460000043
1ft_low_maui_49,147.9219024523627,201.1166556701064,-156.47323830749997,20.795763424000057
1ft_low_maui_50,157.14283891406376,127.47573970304802,-156.471811914,20.794903114000057
1ft_low_maui_51,171.198345128214,157.69630325725302,-156.47135118749998,20.794055958500046
1ft_low_maui_52,114.73555381398182,194.92637757537887,-156.47241717949998,20.794044796500067
1ft_low_maui_53,5.902981844265014,9.18653346505016,-156.47217739949997,20.79286295000005
1ft_low_maui_54,8.997084334958345,6.188488190062344,-156.46680467199997,20.79117154300007
1ft_low_maui_55,5.997804265003651,6.1412644372321665,-156.46707870199998,20.79114871450007
1ft_low_maui_56,2.9985347067704424,3.094165326561779,-156.46715137499996,20.79110936900006
1ft_low_maui_57,2.9985407069325447,3.094164117705077,-156.46718424199997,20.790866065000028
1ft_low_maui_58,11.805835362523794,9.373619116842747,-156.4681516755,20.790717821500067
1ft_low_maui_59,26.51591026992537,18.839920666068792,-156.46794993149996,20.789861581500055
1ft_low_maui_60,5.996956202783622,3.188277375884354,-156.46825479099996,20.78971709850005
1ft_low_maui_61,203.64236621302553,238.7841718350537,-156.46741174699997,20.79016557300003
1ft_low_maui_62,2054.2486882383237,1287.5517890793271,-156.4783789275,20.794751070500034
1ft_low_maui_63,61.59165155806113,86.13869467470795,-155.98637335099997,20.763434929500036
1ft_low_maui_64,115.31247123156209,131.2852242058143,-156.44549673699998,20.63996852100007
1ft_low_maui_65,176.96568237512838,127.14702838240191,-156.44737539849996,20.63318927150008
1ft_low_maui_66,8.948430944234133,6.282068705186248,-156.44662232699997,20.63260022050003
1ft_low_maui_67,171.86932664061897,158.81101668952033,-156.42797006049994,20.598032637000045
1ft_low_maui_68,128.48646570614073,239.17703438270837,-156.977986349,21.204858356500054
1ft_low_maui_69,242.71576703572646,159.4157949895598,-157.15687269399996,21.196878688500043
1ft_low_maui_70,2.999144774279557,3.072014657780528,-157.09254002449995,21.107994867500075
1ft_low_maui_71,2.999129570671357,3.072032338473946,-157.0916739055,21.10798511750007
1ft_low_maui_72,2.9991941465996206,15.072027903050184,-157.09199252149995,21.10790741850007
1ft_low_maui_73,5.962326358188875,6.143513237591833,-157.09189216699997,21.107838552500066
1ft_low_maui_74,5.998206374468282,3.1440076106227934,-157.09166154849996,21.10782240600006
1ft_low_maui_75,26.66951542359311,39.53604044020176,-157.09152972549998,21.107983329000028
1ft_low_maui_76,2.9991508257808164,3.071902973111719,-157.0925713195,21.107805552000073
1ft_low_maui_77,2.9991708915913478,9.072025226894766,-157.09205130199996,21.10782679400004
1ft_low_maui_78,8.746016667108051,21.21247335942462,-157.09580465899995,21.10786900300004
1ft_low_maui_79,2.9991303123533726,3.072039891500026,-157.0912742205,21.107628376500053
